,paragraf,inkraftdatum,length
6629,§ 10 Allgemeines Sozialversicherungsgesetz,2012-06-01,5964.0
6630,§ 14 Allgemeines Sozialversicherungsgesetz,2012-06-01,4766.0
6631,§ 31 Allgemeines Sozialversicherungsgesetz,2012-07-01,31334.0
6632,§ 31 Allgemeines Sozialversicherungsgesetz,2012-07-01,31084.0
6633,§ 31d Allgemeines Sozialversicherungsgesetz,2012-12-15,161.0
6634,§ 35 Allgemeines Sozialversicherungsgesetz,2012-06-01,2521.0
6635,§ 44 Allgemeines Sozialversicherungsgesetz,2012-01-01,8982.0
6636,§ 44 Allgemeines Sozialversicherungsgesetz,2012-06-01,9075.0
6637,§ 51 Allgemeines Sozialversicherungsgesetz,2012-06-01,4376.0
6638,§ 56a Allgemeines Sozialversicherungsgesetz,2012-01-01,1172.0
6639,§ 70 Allgemeines Sozialversicherungsgesetz,2012-01-01,3487.0
6640,§ 74 Allgemeines Sozialversicherungsgesetz,2012-01-01,4043.0
6641,§ 76 Allgemeines Sozialversicherungsgesetz,2012-01-01,6215.0
6642,§ 76a Allgemeines Sozialversicherungsgesetz,2012-01-01,3564.0
6643,§ 76b Allgemeines Sozialversicherungsgesetz,2012-01-01,2898.0
6644,§ 77 Allgemeines Sozialversicherungsgesetz,2012-01-01,3309.0
6645,§ 79b Allgemeines Sozialversicherungsgesetz,2012-07-01,118.0
6646,§ 81 Allgemeines Sozialversicherungsgesetz,2012-12-15,2685.0
6647,§ 81a Allgemeines Sozialversicherungsgesetz,2012-01-01,358.0
6648,§ 95 Allgemeines Sozialversicherungsgesetz,2012-01-01,650.0
6649,§ 97 Allgemeines Sozialversicherungsgesetz,2012-06-01,1309.0
6650,§ 120a Allgemeines Sozialversicherungsgesetz,2012-12-14,1069.0
6651,§ 122 Allgemeines Sozialversicherungsgesetz,2012-01-01,7327.0
6652,§ 136 Allgemeines Sozialversicherungsgesetz,2012-01-01,1584.0
6653,§ 138 Allgemeines Sozialversicherungsgesetz,2012-06-01,1496.0
6654,§ 141 Allgemeines Sozialversicherungsgesetz,2012-01-01,1662.0
6655,§ 154a Allgemeines Sozialversicherungsgesetz,2012-01-01,4447.0
6656,§ 162 Allgemeines Sozialversicherungsgesetz,2012-01-01,6923.0
6657,§ 162 Allgemeines Sozialversicherungsgesetz,2012-06-01,6922.0
6658,§ 176 Allgemeines Sozialversicherungsgesetz,2012-12-14,7697.0
6659,§ 181 Allgemeines Sozialversicherungsgesetz,2012-01-01,2149.0
6660,§ 181b Allgemeines Sozialversicherungsgesetz,2012-01-01,853.0
6661,§ 212 Allgemeines Sozialversicherungsgesetz,2012-01-01,2421.0
6662,§ 248c Allgemeines Sozialversicherungsgesetz,2012-01-01,1780.0
6663,§ 252 Allgemeines Sozialversicherungsgesetz,2012-06-01,2238.0
6664,§ 252 Allgemeines Sozialversicherungsgesetz,2012-06-01,2255.0
6665,§ 254 Allgemeines Sozialversicherungsgesetz,2012-01-01,3623.0
6666,§ 261 Allgemeines Sozialversicherungsgesetz,2012-01-01,2768.0
6667,§ 264 Allgemeines Sozialversicherungsgesetz,2012-01-01,12197.0
6668,§ 2 Abfallwirtschaftsgesetz 2002,2013-06-21,18846.0
6669,§ 3 Abfallwirtschaftsgesetz 2002,2013-06-21,3225.0
6670,§ 5 Abfallwirtschaftsgesetz 2002,2013-06-21,4912.0
6671,§ 6 Abfallwirtschaftsgesetz 2002,2013-06-21,3507.0
6672,§ 15 Abfallwirtschaftsgesetz 2002,2013-06-21,3997.0
6673,§ 16 Abfallwirtschaftsgesetz 2002,2013-06-21,4941.0
6674,§ 21 Abfallwirtschaftsgesetz 2002,2013-06-21,5410.0
6675,§ 22 Abfallwirtschaftsgesetz 2002,2013-06-21,7865.0
6676,§ 22a Abfallwirtschaftsgesetz 2002,2013-06-21,3526.0
6677,§ 29 Abfallwirtschaftsgesetz 2002,2013-09-17,9063.0
6678,§ 29a Abfallwirtschaftsgesetz 2002,2013-09-17,1081.0
6679,§ 29b Abfallwirtschaftsgesetz 2002,2013-09-17,9353.0
6680,§ 29c Abfallwirtschaftsgesetz 2002,2013-09-17,3085.0
6681,§ 29d Abfallwirtschaftsgesetz 2002,2013-09-17,3187.0
6682,§ 30 Abfallwirtschaftsgesetz 2002,2013-09-17,1016.0
6683,§ 30a Abfallwirtschaftsgesetz 2002,2013-09-17,2697.0
6684,§ 31 Abfallwirtschaftsgesetz 2002,2013-09-17,1311.0
6685,§ 32 Abfallwirtschaftsgesetz 2002,2013-09-17,1699.0
6686,§ 36 Abfallwirtschaftsgesetz 2002,2013-09-17,1866.0
6687,§ 37 Abfallwirtschaftsgesetz 2002,2013-06-21,5187.0
6688,§ 39 Abfallwirtschaftsgesetz 2002,2013-06-21,4961.0
6689,§ 40 Abfallwirtschaftsgesetz 2002,2013-06-21,5471.0
6690,§ 43 Abfallwirtschaftsgesetz 2002,2013-06-21,5484.0
6691,§ 43a Abfallwirtschaftsgesetz 2002,2013-06-21,922.0
6692,§ 47 Abfallwirtschaftsgesetz 2002,2013-06-21,5941.0
6693,§ 47a Abfallwirtschaftsgesetz 2002,2013-06-21,2863.0
6694,§ 51 Abfallwirtschaftsgesetz 2002,2013-06-21,3733.0
6695,§ 52 Abfallwirtschaftsgesetz 2002,2013-06-21,4917.0
6696,§ 54 Abfallwirtschaftsgesetz 2002,2013-06-21,1555.0
6697,§ 57 Abfallwirtschaftsgesetz 2002,2013-06-21,3933.0
6698,§ 62 Abfallwirtschaftsgesetz 2002,2013-06-21,5324.0
6699,§ 63a Abfallwirtschaftsgesetz 2002,2013-06-21,4001.0
6700,§ 65 Abfallwirtschaftsgesetz 2002,2013-06-21,5217.0
6701,§ 69 Abfallwirtschaftsgesetz 2002,2013-06-21,6346.0
6702,§ 71 Abfallwirtschaftsgesetz 2002,2013-06-21,1103.0
6703,§ 73 Abfallwirtschaftsgesetz 2002,2013-06-21,3331.0
6704,§ 75 Abfallwirtschaftsgesetz 2002,2013-06-21,5447.0
6705,§ 78 Abfallwirtschaftsgesetz 2002,2013-06-21,7630.0
6706,§ 78 Abfallwirtschaftsgesetz 2002,2013-09-17,11231.0
6707,§ 78a Abfallwirtschaftsgesetz 2002,2013-06-21,2310.0
6708,§ 79 Abfallwirtschaftsgesetz 2002,2013-06-21,16191.0
6709,§ 80 Abfallwirtschaftsgesetz 2002,2013-06-21,3221.0
6710,§ 82 Abfallwirtschaftsgesetz 2002,2013-06-21,3903.0
6711,§ 83 Abfallwirtschaftsgesetz 2002,2013-06-21,3569.0
6712,§ 87 Abfallwirtschaftsgesetz 2002,2013-06-21,3547.0
6713,§ 87a Abfallwirtschaftsgesetz 2002,2013-06-21,2767.0
6714,§ 89 Abfallwirtschaftsgesetz 2002,2013-06-21,3095.0
6715,§ 91 Abfallwirtschaftsgesetz 2002,2013-06-21,9596.0
6716,§ 91 Abfallwirtschaftsgesetz 2002,2013-09-17,10417.0
6717,Anl. 4 Abfallwirtschaftsgesetz 2002,2013-06-21,1295.0
6718,Anl. 5 Abfallwirtschaftsgesetz 2002,2013-06-21,5832.0
6719,§ 41a Abgabenexekutionsordnung,2013-01-12,276.0
6720,§ 90a Abgabenexekutionsordnung,2013-01-12,2543.0
6721,§ 15 Abgabenverwaltungsorganisationsgesetz 2010,2013-01-01,2606.0
6722,§ 30 Abgabenverwaltungsorganisationsgesetz 2010,2013-01-12,2341.0
6723,§ 31 Abschlussprüfungs-Qualitätssicherungsgesetz,2013-07-17,2176.0
6724,§ 3 Abzeichengesetz 1960,2013-01-01,667.0
6725,§ 1 Agrarkontrollgesetz,2013-06-21,367.0
6726,§ 17 Agrarverfahrensgesetz,2013-08-15,1023.0
6727,§ 93 Allgemeines bürgerliches Gesetzbuch,2013-02-01,1143.0
6728,§ 93a Allgemeines bürgerliches Gesetzbuch,2013-02-01,510.0
6729,§ 93b Allgemeines bürgerliches Gesetzbuch,2013-02-01,115.0
6730,§ 93c Allgemeines bürgerliches Gesetzbuch,2013-02-01,204.0
6731,§ 94 Allgemeines bürgerliches Gesetzbuch,2013-02-01,1217.0
6732,§ 137 Allgemeines bürgerliches Gesetzbuch,2013-02-01,623.0
6733,§ 138 Allgemeines bürgerliches Gesetzbuch,2013-02-01,1627.0
6734,§ 139 Allgemeines bürgerliches Gesetzbuch,2013-02-01,593.0
6735,§ 140 Allgemeines bürgerliches Gesetzbuch,2013-02-01,201.0
6736,§ 141 Allgemeines bürgerliches Gesetzbuch,2013-02-01,690.0
6737,§ 142 Allgemeines bürgerliches Gesetzbuch,2013-01-12,236.0
6738,§ 143 Allgemeines bürgerliches Gesetzbuch,2013-02-01,85.0
6739,§ 144 Allgemeines bürgerliches Gesetzbuch,2013-02-01,486.0
6740,§ 145 Allgemeines bürgerliches Gesetzbuch,2013-02-01,520.0
6741,§ 146 Allgemeines bürgerliches Gesetzbuch,2013-02-01,467.0
6742,§ 147 Allgemeines bürgerliches Gesetzbuch,2013-02-01,1410.0
6743,§ 148 Allgemeines bürgerliches Gesetzbuch,2013-02-01,1614.0
6744,§ 149 Allgemeines bürgerliches Gesetzbuch,2013-02-01,425.0
6745,§ 150 Allgemeines bürgerliches Gesetzbuch,2013-02-01,334.0
6746,§ 151 Allgemeines bürgerliches Gesetzbuch,2013-02-01,365.0
6747,§ 152 Allgemeines bürgerliches Gesetzbuch,2013-02-01,286.0
6748,§ 153 Allgemeines bürgerliches Gesetzbuch,2013-02-01,812.0
6749,§ 154 Allgemeines bürgerliches Gesetzbuch,2013-02-01,1787.0
6750,§ 155 Allgemeines bürgerliches Gesetzbuch,2013-02-01,916.0
6751,§ 156 Allgemeines bürgerliches Gesetzbuch,2013-02-01,511.0
6752,§ 157 Allgemeines bürgerliches Gesetzbuch,2013-02-01,507.0
6753,§ 158 Allgemeines bürgerliches Gesetzbuch,2013-02-01,520.0
6754,§ 159 Allgemeines bürgerliches Gesetzbuch,2013-02-01,364.0
6755,§ 160 Allgemeines bürgerliches Gesetzbuch,2013-02-01,908.0
6756,§ 161 Allgemeines bürgerliches Gesetzbuch,2013-02-01,211.0
6757,§ 162 Allgemeines bürgerliches Gesetzbuch,2013-02-01,1055.0
6758,§ 163 Allgemeines bürgerliches Gesetzbuch,2013-02-01,191.0
6759,§ 164 Allgemeines bürgerliches Gesetzbuch,2013-02-01,763.0
6760,§ 165 Allgemeines bürgerliches Gesetzbuch,2013-02-01,435.0
6761,§ 166 Allgemeines bürgerliches Gesetzbuch,2013-02-01,345.0
6762,§ 166 Allgemeines bürgerliches Gesetzbuch,2013-02-01,177.0
6763,§ 167 Allgemeines bürgerliches Gesetzbuch,2013-02-01,2051.0
6764,§ 168 Allgemeines bürgerliches Gesetzbuch,2013-02-01,489.0
6765,§ 169 Allgemeines bürgerliches Gesetzbuch,2013-02-01,479.0
6766,§ 170 Allgemeines bürgerliches Gesetzbuch,2013-02-01,844.0
6767,§ 171 Allgemeines bürgerliches Gesetzbuch,2013-02-01,369.0
6768,Art. 1 8. Behinderteneinstellungsgesetz-Novelle,2014-01-01,787.0
6769,§ 6 Abfallwirtschaftsgesetz 2002,2014-01-01,3214.0
6770,§ 6 Abfallwirtschaftsgesetz 2002,2014-01-01,3441.0
6771,§ 13a Abfallwirtschaftsgesetz 2002,2014-02-14,6676.0
6772,§ 24a Abfallwirtschaftsgesetz 2002,2014-01-01,3743.0
6773,§ 29b Abfallwirtschaftsgesetz 2002,2014-12-01,11014.0
6774,§ 29d Abfallwirtschaftsgesetz 2002,2014-12-01,5747.0
6775,§ 38 Abfallwirtschaftsgesetz 2002,2014-01-01,5655.0
6776,§ 41 Abfallwirtschaftsgesetz 2002,2014-01-01,237.0
6777,§ 42 Abfallwirtschaftsgesetz 2002,2014-01-01,3238.0
6778,§ 46 Abfallwirtschaftsgesetz 2002,2014-01-01,745.0
6779,§ 50 Abfallwirtschaftsgesetz 2002,2014-01-01,1357.0
6780,§ 52 Abfallwirtschaftsgesetz 2002,2014-01-01,4946.0
6781,§ 52 Abfallwirtschaftsgesetz 2002,2014-01-01,2601.0
6782,§ 71 Abfallwirtschaftsgesetz 2002,2014-01-01,1038.0
6783,§ 71 Abfallwirtschaftsgesetz 2002,2014-01-01,1373.0
6784,§ 73a Abfallwirtschaftsgesetz 2002,2014-01-01,1285.0
6785,§ 87c Abfallwirtschaftsgesetz 2002,2014-01-01,1841.0
6786,§ 87d Abfallwirtschaftsgesetz 2002,2014-01-01,1119.0
6787,§ 91 Abfallwirtschaftsgesetz 2002,2014-01-01,8076.0
6788,§ 91 Abfallwirtschaftsgesetz 2002,2014-01-01,9964.0
6789,§ 91 Abfallwirtschaftsgesetz 2002,2014-01-01,10794.0
6790,§ 5 Abgabenexekutionsordnung,2014-01-01,1102.0
6791,§ 26 Abgabenexekutionsordnung,2014-12-30,2549.0
6792,§ 50 Abgabenexekutionsordnung,2014-12-30,2266.0
6793,§ 78 Abgabenexekutionsordnung,2014-12-30,1476.0
6794,§ 3 Abgabenverwaltungsorganisationsgesetz 2010,2014-01-01,354.0
6795,§ 4 Abgabenverwaltungsorganisationsgesetz 2010,2014-01-01,228.0
6796,§ 4 Abgabenverwaltungsorganisationsgesetz 2010,2014-03-01,230.0
6797,§ 9 Abgabenverwaltungsorganisationsgesetz 2010,2014-01-01,1523.0
6798,§ 10 Abgabenverwaltungsorganisationsgesetz 2010,2014-01-01,1553.0
6799,§ 13 Abgabenverwaltungsorganisationsgesetz 2010,2014-01-01,1433.0
6800,§ 18 Abgabenverwaltungsorganisationsgesetz 2010,2014-12-30,570.0
6801,§ 21 Abgabenverwaltungsorganisationsgesetz 2010,2014-12-30,983.0
6802,§ 29 Abgabenverwaltungsorganisationsgesetz 2010,2014-01-01,158.0
6803,§ 10 Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,3196.0
6804,§ 15 Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,2463.0
6805,§ 16 Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,2814.0
6806,§ 17 Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,712.0
6807,§ 18 Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,849.0
6808,§ 18a Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,2188.0
6809,§ 18c Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,809.0
6810,§ 20 Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,6641.0
6811,§ 25 Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,6085.0
6812,§ 25a Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,2252.0
6813,§ 25b Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,3340.0
6814,§ 25c Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,2858.0
6815,§ 25d Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,2125.0
6816,§ 25f Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,3417.0
6817,§ 27 Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,1773.0
6818,§ 27a Abschlussprüfungs-Qualitätssicherungsgesetz,2014-01-01,2136.0
6819,§ 1 Agrarverfahrensgesetz,2014-01-01,353.0
6820,§ 2 Agrarverfahrensgesetz,2014-01-01,137.0
6821,§ 3 Agrarverfahrensgesetz,2014-01-01,193.0
6822,§ 5 Agrarverfahrensgesetz,2014-01-01,618.0
6823,§ 7 Agrarverfahrensgesetz,2014-01-01,1271.0
6824,§ 7a Agrarverfahrensgesetz,2014-01-01,1282.0
6825,§ 14 Agrarverfahrensgesetz,2014-01-01,656.0
6826,§ 10 Akkreditierungsgesetz 2012,2014-06-13,2040.0
6827,§ 21 Akkreditierungsgesetz 2012,2014-06-13,799.0
6828,§ 10a Aktiengesetz,2014-01-01,2320.0
6829,§ 61 Aktiengesetz,2014-10-01,2073.0
6830,§ 108 Aktiengesetz,2014-01-01,2961.0
6831,§ 111 Aktiengesetz,2014-01-01,1835.0
6832,§ 112 Aktiengesetz,2014-01-01,724.0
6833,§ 128 Aktiengesetz,2014-01-01,1846.0
6834,§ 258 Aktiengesetz,2014-10-01,876.0
6835,§ 262 Aktiengesetz,2014-06-13,14776.0
6836,§ 2 Alkoholsteuergesetz,2014-03-01,556.0
6837,§ 116h Alkoholsteuergesetz,2014-03-01,289.0
6838,§ 41 Allgemeine Arbeitnehmerschutzverordnung,2014-01-01,1167.0
6839,§ 429 Allgemeines bürgerliches Gesetzbuch,2014-06-13,361.0
6840,§ 905 Allgemeines bürgerliches Gesetzbuch,2014-06-13,818.0
6841,§ 1154b Allgemeines bürgerliches Gesetzbuch,2014-01-01,3077.0
6842,§ 1420 Allgemeines bürgerliches Gesetzbuch,2014-06-13,186.0
6843,§ 1503 Allgemeines bürgerliches Gesetzbuch,2014-05-27,3665.0
6844,§ 1503 Allgemeines bürgerliches Gesetzbuch,2014-11-22,4973.0
6845,§ 3 Allgemeines Pensionsgesetz ,2014-01-01,921.0
6846,§ 4 Allgemeines Pensionsgesetz ,2014-01-01,4453.0
6847,§ 6 Allgemeines Pensionsgesetz ,2014-01-01,1886.0
6848,§ 6 Allgemeines Pensionsgesetz ,2014-01-01,1860.0
6849,§ 13 Allgemeines Pensionsgesetz ,2014-01-01,1058.0
6850,§ 15 Allgemeines Pensionsgesetz ,2014-01-01,10082.0
6851,§ 15 Allgemeines Pensionsgesetz ,2014-01-01,8655.0
6852,§ 16 Allgemeines Pensionsgesetz ,2014-01-01,4026.0
6853,§ 16 Allgemeines Pensionsgesetz ,2014-01-01,3980.0
6854,§ 25 Allgemeines Pensionsgesetz ,2014-01-01,3597.0
6855,§ 25 Allgemeines Pensionsgesetz ,2014-01-01,3087.0
6856,§ 26 Allgemeines Pensionsgesetz ,2014-01-01,1010.0
6857,Anl. 7 Allgemeines Pensionsgesetz ,2014-01-01,794.0
6858,Anl. 7 Allgemeines Pensionsgesetz ,2014-01-01,714.0
6859,§ 3b Allgemeines Sozialversicherungsgesetz,2014-04-25,691.0
6860,§ 4 Allgemeines Sozialversicherungsgesetz,2014-01-01,6065.0
6861,§ 5 Allgemeines Sozialversicherungsgesetz,2014-01-01,7531.0
6862,§ 5 Allgemeines Sozialversicherungsgesetz,2014-01-01,7531.0
6863,§ 8 Allgemeines Sozialversicherungsgesetz,2014-01-01,12395.0
6864,§ 8 Allgemeines Sozialversicherungsgesetz,2014-01-01,12518.0
6865,§ 8 Allgemeines Sozialversicherungsgesetz,2014-01-01,12294.0
6866,§ 8 Allgemeines Sozialversicherungsgesetz,2014-01-01,12667.0
6867,§ 10 Allgemeines Sozialversicherungsgesetz,2014-01-01,6138.0
6868,§ 1 2. Druckgeräte-Verbotsverordnung,2015-12-29,401.0
6869,§ 2 2. Druckgeräte-Verbotsverordnung,2015-12-29,127.0
6870,§ 3 2. Druckgeräte-Verbotsverordnung,2015-12-29,240.0
6871,§ 13g Abfallwirtschaftsgesetz 2002,2015-01-01,2828.0
6872,§ 13h Abfallwirtschaftsgesetz 2002,2015-01-01,3005.0
6873,§ 13i Abfallwirtschaftsgesetz 2002,2015-01-01,423.0
6874,§ 29 Abfallwirtschaftsgesetz 2002,2015-01-01,10146.0
6875,§ 29b Abfallwirtschaftsgesetz 2002,2015-01-01,11450.0
6876,§ 29e Abfallwirtschaftsgesetz 2002,2015-01-01,649.0
6877,§ 79 Abfallwirtschaftsgesetz 2002,2015-01-01,16710.0
6878,§ 91 Abfallwirtschaftsgesetz 2002,2015-12-29,10897.0
6879,§ 31 Abschlussprüfungs-Qualitätssicherungsgesetz,2015-02-21,2283.0
6880,Art. 1 Abschlussprüfungs-Qualitätssicherungsgesetz,2015-02-21,433.0
6881,§ 1 Aerosolpackungsverordnung 2009,2015-12-29,421.0
6882,§ 2 Aerosolpackungsverordnung 2009,2015-12-29,1385.0
6883,§ 3 Aerosolpackungsverordnung 2009,2015-12-29,292.0
6884,§ 4 Aerosolpackungsverordnung 2009,2015-12-29,121.0
6885,§ 5 Aerosolpackungsverordnung 2009,2015-12-29,402.0
6886,§ 6 Aerosolpackungsverordnung 2009,2015-12-29,159.0
6887,§ 7 Aerosolpackungsverordnung 2009,2015-12-29,1465.0
6888,§ 8 Aerosolpackungsverordnung 2009,2015-12-29,1170.0
6889,§ 9 Aerosolpackungsverordnung 2009,2015-12-29,1229.0
6890,§ 10 Aerosolpackungsverordnung 2009,2015-12-29,328.0
6891,Anl. 1 Aerosolpackungsverordnung 2009,2015-12-29,40575.0
6892,§ 3 Aktiengesetz,2015-06-19,525.0
6893,§ 10 Aktiengesetz,2015-06-19,883.0
6894,§ 45 Aktiengesetz,2015-07-20,1832.0
6895,§ 51 Aktiengesetz,2015-07-20,955.0
6896,§ 65 Aktiengesetz,2015-07-20,4489.0
6897,§ 66 Aktiengesetz,2015-07-20,1124.0
6898,§ 66a Aktiengesetz,2015-07-20,841.0
6899,§ 79 Aktiengesetz,2015-07-20,1233.0
6900,§ 86 Aktiengesetz,2015-07-20,2116.0
6901,§ 90 Aktiengesetz,2015-07-20,631.0
6902,§ 95 Aktiengesetz,2015-07-20,4857.0
6903,§ 96 Aktiengesetz,2015-07-20,1311.0
6904,§ 118 Aktiengesetz,2015-07-20,1308.0
6905,§ 192 Aktiengesetz,2015-07-20,2289.0
6906,§ 211 Aktiengesetz,2015-07-20,1364.0
6907,§ 258 Aktiengesetz,2015-07-20,840.0
6908,§ 262 Aktiengesetz,2015-01-14,15477.0
6909,§ 262 Aktiengesetz,2015-08-14,15634.0
6910,Art. 1 Aktiengesetz,2015-06-19,422.0
6911,§ 116i Alkoholsteuergesetz,2015-12-29,301.0
6912,§ 144 Allgemeines bürgerliches Gesetzbuch,2015-01-01,1522.0
6913,§ 145 Allgemeines bürgerliches Gesetzbuch,2015-01-01,719.0
6914,§ 145 Allgemeines bürgerliches Gesetzbuch,2015-02-24,747.0
6915,§ 750 Allgemeines bürgerliches Gesetzbuch,2015-08-17,487.0
6916,§ 826 Allgemeines bürgerliches Gesetzbuch,2015-01-01,406.0
6917,§ 1175 Allgemeines bürgerliches Gesetzbuch,2015-01-01,923.0
6918,§ 1176 Allgemeines bürgerliches Gesetzbuch,2015-01-01,733.0
6919,§ 1177 Allgemeines bürgerliches Gesetzbuch,2015-01-01,525.0
6920,§ 1178 Allgemeines bürgerliches Gesetzbuch,2015-01-01,707.0
6921,§ 1179 Allgemeines bürgerliches Gesetzbuch,2015-01-01,489.0
6922,§ 1180 Allgemeines bürgerliches Gesetzbuch,2015-01-01,574.0
6923,§ 1181 Allgemeines bürgerliches Gesetzbuch,2015-01-01,322.0
6924,§ 1182 Allgemeines bürgerliches Gesetzbuch,2015-01-01,1086.0
6925,§ 1183 Allgemeines bürgerliches Gesetzbuch,2015-01-01,480.0
6926,§ 1184 Allgemeines bürgerliches Gesetzbuch,2015-01-01,947.0
6927,§ 1185 Allgemeines bürgerliches Gesetzbuch,2015-01-01,1021.0
6928,§ 1186 Allgemeines bürgerliches Gesetzbuch,2015-01-01,404.0
6929,§ 1187 Allgemeines bürgerliches Gesetzbuch,2015-01-01,278.0
6930,§ 1188 Allgemeines bürgerliches Gesetzbuch,2015-01-01,267.0
6931,§ 1189 Allgemeines bürgerliches Gesetzbuch,2015-01-01,964.0
6932,§ 1190 Allgemeines bürgerliches Gesetzbuch,2015-01-01,1015.0
6933,§ 1191 Allgemeines bürgerliches Gesetzbuch,2015-01-01,639.0
6934,§ 1192 Allgemeines bürgerliches Gesetzbuch,2015-01-01,604.0
6935,§ 1193 Allgemeines bürgerliches Gesetzbuch,2015-01-01,784.0
6936,§ 1194 Allgemeines bürgerliches Gesetzbuch,2015-01-01,659.0
6937,§ 1195 Allgemeines bürgerliches Gesetzbuch,2015-01-01,1171.0
6938,§ 1196 Allgemeines bürgerliches Gesetzbuch,2015-01-01,480.0
6939,§ 1197 Allgemeines bürgerliches Gesetzbuch,2015-01-01,1141.0
6940,§ 1198 Allgemeines bürgerliches Gesetzbuch,2015-01-01,348.0
6941,§ 1199 Allgemeines bürgerliches Gesetzbuch,2015-01-01,376.0
6942,§ 1200 Allgemeines bürgerliches Gesetzbuch,2015-01-01,591.0
6943,§ 1201 Allgemeines bürgerliches Gesetzbuch,2015-01-01,2208.0
6944,§ 1202 Allgemeines bürgerliches Gesetzbuch,2015-01-01,924.0
6945,§ 1203 Allgemeines bürgerliches Gesetzbuch,2015-01-01,1019.0
6946,§ 1204 Allgemeines bürgerliches Gesetzbuch,2015-01-01,576.0
6947,§ 1205 Allgemeines bürgerliches Gesetzbuch,2015-01-01,1881.0
6948,§ 1206 Allgemeines bürgerliches Gesetzbuch,2015-01-01,1206.0
6949,§ 1207 Allgemeines bürgerliches Gesetzbuch,2015-01-01,429.0
6950,§ 1208 Allgemeines bürgerliches Gesetzbuch,2015-01-01,627.0
6951,§ 1209 Allgemeines bürgerliches Gesetzbuch,2015-01-01,467.0
6952,§ 1210 Allgemeines bürgerliches Gesetzbuch,2015-01-01,813.0
6953,§ 1211 Allgemeines bürgerliches Gesetzbuch,2015-01-01,315.0
6954,§ 1212 Allgemeines bürgerliches Gesetzbuch,2015-01-01,626.0
6955,§ 1213 Allgemeines bürgerliches Gesetzbuch,2015-01-01,727.0
6956,§ 1214 Allgemeines bürgerliches Gesetzbuch,2015-01-01,1020.0
6957,§ 1215 Allgemeines bürgerliches Gesetzbuch,2015-01-01,369.0
6958,§ 1216 Allgemeines bürgerliches Gesetzbuch,2015-01-01,228.0
6959,§ 1216a Allgemeines bürgerliches Gesetzbuch,2015-01-01,920.0
6960,§ 1216b Allgemeines bürgerliches Gesetzbuch,2015-01-01,1338.0
6961,§ 1216c Allgemeines bürgerliches Gesetzbuch,2015-01-01,559.0
6962,§ 1216d Allgemeines bürgerliches Gesetzbuch,2015-01-01,426.0
6963,§ 1216e Allgemeines bürgerliches Gesetzbuch,2015-01-01,1288.0
6964,§ 1503 Allgemeines bürgerliches Gesetzbuch,2015-02-24,5249.0
6965,§ 1503 Allgemeines bürgerliches Gesetzbuch,2015-07-31,8429.0
6966,§ 33 Allgemeines Grundbuchsgesetz 1955,2015-08-17,1486.0
6967,§ 137 Allgemeines Grundbuchsgesetz 1955,2015-07-31,3665.0
6968,§ 70 Abfallwirtschaftsgesetz 2002,2016-05-01,2178.0
6969,§ 37 Abgabenexekutionsordnung,2016-12-31,949.0
6970,§ 39 Abgabenexekutionsordnung,2016-12-31,424.0
6971,§ 40 Abgabenexekutionsordnung,2016-12-31,1203.0
6972,§ 42 Abgabenexekutionsordnung,2016-12-31,1766.0
6973,§ 43 Abgabenexekutionsordnung,2016-12-31,2063.0
6974,§ 43b Abgabenexekutionsordnung,2016-12-31,430.0
6975,§ 44 Abgabenexekutionsordnung,2016-12-31,1542.0
6976,§ 46 Abgabenexekutionsordnung,2016-12-31,795.0
6977,§ 46a Abgabenexekutionsordnung,2016-12-31,2268.0
6978,§ 46b Abgabenexekutionsordnung,2016-12-31,418.0
6979,§ 46c Abgabenexekutionsordnung,2016-12-31,467.0
6980,§ 50 Abgabenexekutionsordnung,2016-12-31,2270.0
6981,§ 51a Abgabenexekutionsordnung,2016-12-31,734.0
6982,§ 59 Abgabenexekutionsordnung,2016-12-31,662.0
6983,§ 90a Abgabenexekutionsordnung,2016-12-31,2699.0
6984,§ 15 Abgabenverwaltungsorganisationsgesetz 2010,2016-12-31,2753.0
6985,§ 27 Abgabenverwaltungsorganisationsgesetz 2010,2016-12-31,1535.0
6986,§ 30 Abgabenverwaltungsorganisationsgesetz 2010,2016-12-31,2442.0
6987,§ 1 Abschlussprüfer-Aufsichtsgesetz,2016-08-12,1925.0
6988,§ 2 Abschlussprüfer-Aufsichtsgesetz,2016-08-12,6406.0
6989,§ 3 Abschlussprüfer-Aufsichtsgesetz,2016-08-12,964.0
